facility_type,monthly_energy_kwh,renewable_energy_pct,peak_load_factor,facility_area_sqm,operational_days_year,equipment_efficiency_rating,logistics_distance_km,fuel_consumed_liters,waste_recycled_pct,water_usage_m3,annual_carbon_footprint_mt,energy_intensity_kwh_sqm,eco_composite_score,sustainability_tier
Commercial Office,139801.0,64.0,0.65,11820.1,240,4.74,4883.9,1170.5,69.6,1972.0,442.59,141.9,67.2,Efficient (Tier B)
Commercial Office,177486.3,60.0,0.76,21185.3,260,4.26,7217.5,1995.3,46.6,3359.6,954.45,100.5,68.2,Efficient (Tier B)
Commercial Office,24390.8,66.2,0.49,2257.8,260,2.74,6778.1,1420.7,79.7,693.8,126.39,129.6,64.9,Efficient (Tier B)
Logistics Hub,320635.5,39.7,0.6,23617.0,280,3.69,23520.6,9057.4,84.9,5252.5,1479.56,162.9,61.4,Efficient (Tier B)
Manufacturing,1142402.6,10.2,0.83,42366.0,300,3.16,15760.6,9181.5,21.4,20399.4,7197.43,323.6,27.8,High Risk (Tier D)
Manufacturing,2639626.1,23.6,0.84,71849.4,300,4.04,41469.5,5052.1,33.6,71509.8,12029.2,440.9,31.3,High Risk (Tier D)
Manufacturing,1111996.4,42.8,0.89,71377.3,300,3.67,27998.8,4121.1,52.1,59447.1,4820.3,186.9,47.1,Moderate (Tier C)
Manufacturing,863964.4,27.5,0.74,43372.5,250,3.12,24547.4,2930.2,47.3,20458.7,4457.98,239.0,41.9,Moderate (Tier C)
Healthcare,1246497.7,60.0,0.69,29975.7,365,2.83,7840.1,3046.9,64.1,30188.3,2835.43,499.0,48.9,Moderate (Tier C)
Manufacturing,709948.7,52.1,0.63,16502.8,250,4.26,5772.0,9841.2,58.3,10660.3,2364.66,516.2,51.3,Moderate (Tier C)
Healthcare,669980.0,68.0,0.77,16269.5,365,4.45,7278.2,5920.4,48.3,20296.8,1758.8,494.2,50.6,Moderate (Tier C)
Data Center,988217.1,33.4,0.92,19210.7,360,3.36,2505.9,639.9,87.5,9926.3,3708.97,617.3,44.7,Moderate (Tier C)
Manufacturing,742498.7,61.0,0.84,49476.1,250,2.13,18039.2,8755.8,83.2,23177.6,2377.28,180.1,52.7,Moderate (Tier C)
Logistics Hub,215163.9,66.6,0.56,28959.4,280,3.65,19913.5,6494.7,63.1,1687.2,1041.78,89.2,63.4,Efficient (Tier B)
Commercial Office,106177.0,67.5,0.62,10869.0,240,3.79,7809.6,1753.3,72.8,4005.3,396.97,117.2,69.7,Efficient (Tier B)
Commercial Office,124097.8,37.7,0.72,10131.5,260,2.54,2670.4,1639.5,56.6,1578.3,605.3,147.0,47.3,Moderate (Tier C)
Commercial Office,131042.5,17.4,0.78,13816.7,260,3.24,3136.5,252.0,68.1,5468.5,742.84,113.8,47.7,Moderate (Tier C)
Logistics Hub,524266.3,44.6,0.52,39129.8,365,4.46,26599.5,10423.8,75.4,3649.0,2411.22,160.8,65.6,Efficient (Tier B)
Manufacturing,1034030.9,53.1,0.67,43871.6,300,3.7,17353.8,5783.4,56.9,15552.4,3482.38,282.8,50.3,Moderate (Tier C)
Healthcare,787542.3,27.3,0.78,20928.7,365,3.74,8647.2,4109.0,27.7,23565.8,3770.54,451.6,32.5,High Risk (Tier D)
Healthcare,496426.7,62.8,0.87,13795.5,365,3.62,4203.8,4734.3,53.4,18151.2,1351.82,431.8,47.6,Moderate (Tier C)
Commercial Office,214435.9,85.9,0.49,26100.4,260,3.39,5621.2,2253.8,25.9,5214.1,1054.34,98.6,64.5,Efficient (Tier B)
Manufacturing,619905.8,27.4,0.64,32690.4,350,3.62,37655.9,13187.2,58.1,35588.9,3601.93,227.6,47.0,Moderate (Tier C)
Commercial Office,48347.3,74.5,0.48,4164.2,240,4.75,3238.1,1199.3,40.1,1356.3,220.88,139.3,73.7,Efficient (Tier B)
Manufacturing,2889518.4,9.9,0.61,70437.1,350,1.97,24573.2,11760.1,30.0,27391.4,14692.7,492.3,16.4,High Risk (Tier D)
Manufacturing,2191661.9,29.9,0.77,59686.0,350,2.2,27925.4,13729.7,36.7,30633.2,10379.23,440.6,27.2,High Risk (Tier D)
Data Center,508664.5,43.0,0.88,12993.8,360,3.1,4814.3,698.9,46.6,9407.8,1720.84,469.8,37.5,Moderate (Tier C)
Commercial Office,43336.8,63.4,0.54,4252.4,240,3.77,3580.3,2111.9,81.8,1676.7,193.34,122.3,71.2,Efficient (Tier B)
Healthcare,1123046.9,28.9,0.82,30153.2,365,4.21,6173.2,3793.4,39.2,31767.9,4619.78,446.9,41.1,Moderate (Tier C)
Logistics Hub,811692.9,69.6,0.45,64546.0,365,3.52,22895.5,15286.9,56.0,14696.3,2955.7,150.9,69.4,Efficient (Tier B)
Logistics Hub,403152.9,40.1,0.41,64313.8,365,2.85,38094.6,9955.8,62.0,14670.6,2525.34,75.2,57.9,Efficient (Tier B)
Data Center,1194516.7,80.4,0.77,33658.6,360,4.9,1182.5,347.5,66.0,15448.3,1677.84,425.9,65.5,Efficient (Tier B)
Data Center,1510035.7,42.8,0.75,29878.6,365,4.67,2113.8,1019.1,82.4,6477.2,4642.01,606.5,57.8,Efficient (Tier B)
Data Center,1465801.9,85.9,0.87,29638.3,360,3.37,2700.6,1636.3,75.0,16045.6,1524.44,593.5,61.5,Efficient (Tier B)
Healthcare,1229325.9,24.7,0.76,33505.6,365,4.18,2906.2,5271.2,62.2,42069.4,5743.56,440.3,39.1,Moderate (Tier C)
Manufacturing,232856.3,59.2,0.62,10821.8,300,2.0,14003.7,8403.6,22.8,10022.8,1020.56,258.2,40.3,Moderate (Tier C)
Healthcare,549534.1,48.2,0.76,23835.5,365,3.67,8476.8,5442.7,68.7,30643.0,2124.85,276.7,50.1,Moderate (Tier C)
Commercial Office,408687.3,18.7,0.65,20997.1,260,3.51,6319.8,1826.2,82.1,2896.7,1929.19,233.6,48.7,Moderate (Tier C)
Data Center,223266.8,81.9,0.71,7394.9,360,3.74,4285.4,1754.9,57.8,2026.0,391.42,362.3,64.5,Efficient (Tier B)
Logistics Hub,643074.0,42.1,0.63,53560.5,365,3.38,54974.0,15333.0,32.3,11091.5,3810.01,144.1,51.3,Moderate (Tier C)
Commercial Office,324790.0,26.3,0.52,15783.2,240,2.83,7588.1,2468.3,52.5,1791.0,1604.58,246.9,42.4,Moderate (Tier C)
Healthcare,433380.7,35.7,0.68,14894.3,365,3.71,5532.0,2629.9,74.1,7502.9,1706.26,349.2,45.7,Moderate (Tier C)
Healthcare,845206.3,14.5,0.86,20166.8,365,4.7,12271.4,4229.9,45.5,27068.8,4440.37,502.9,38.7,Moderate (Tier C)
Data Center,1801020.5,79.7,0.94,34677.7,365,4.9,4722.1,222.3,58.4,10521.1,2456.76,623.2,66.0,Efficient (Tier B)
Data Center,412656.9,22.7,0.81,7863.9,365,3.07,4710.4,1255.0,85.6,2979.5,1499.44,629.7,37.1,Moderate (Tier C)
Commercial Office,493276.9,15.8,0.68,25422.6,240,4.19,6316.4,2041.2,74.5,6895.3,2399.92,232.8,50.8,Moderate (Tier C)
Healthcare,273780.2,63.9,0.8,11944.1,365,4.77,5153.0,4158.2,52.6,8767.2,852.63,275.1,64.1,Efficient (Tier B)
Manufacturing,536982.9,12.7,0.73,23486.0,250,2.01,32202.5,6886.0,59.6,22396.4,3448.66,274.4,31.0,High Risk (Tier D)
Commercial Office,127003.5,55.4,0.64,14412.6,240,3.93,7769.3,573.5,68.7,5553.6,526.04,105.7,63.1,Efficient (Tier B)
Commercial Office,63773.8,40.4,0.72,4784.9,260,3.29,4121.5,542.6,54.6,1185.0,321.27,159.9,55.2,Efficient (Tier B)
Logistics Hub,494994.3,32.6,0.42,37584.8,365,3.94,34894.7,13173.3,55.5,4437.4,2959.23,158.0,54.3,Moderate (Tier C)
Manufacturing,777195.0,15.1,0.7,19461.9,250,4.46,37992.1,13931.0,52.7,8784.6,4326.9,479.2,37.1,Moderate (Tier C)
Logistics Hub,408229.2,80.0,0.7,56511.8,280,3.32,42092.4,12889.4,51.8,3309.1,1978.34,86.7,68.2,Efficient (Tier B)
Healthcare,424526.4,12.1,0.9,10277.1,365,4.43,13074.5,4054.9,62.2,14537.5,2194.47,495.7,38.0,Moderate (Tier C)
Manufacturing,883669.4,34.3,0.76,53596.2,300,3.67,8101.3,11663.3,77.3,22803.2,3506.97,197.9,51.8,Moderate (Tier C)
Manufacturing,1225302.4,19.7,0.61,46434.6,350,2.0,21209.0,2479.2,41.3,48835.0,6425.24,316.7,29.1,High Risk (Tier D)
Healthcare,1553679.5,36.7,0.7,40191.8,365,2.94,11303.8,2831.7,39.0,49945.8,6356.73,463.9,35.7,Moderate (Tier C)
Manufacturing,1473113.0,72.1,0.87,39328.4,350,1.95,16282.4,10274.5,21.7,43891.0,3843.92,449.5,38.6,Moderate (Tier C)
Healthcare,1252516.9,23.2,0.86,44633.2,365,3.16,2817.7,2767.4,28.5,60023.6,6518.25,336.7,35.0,Moderate (Tier C)
Commercial Office,580721.3,41.1,0.45,27474.5,260,4.67,7077.4,600.8,51.0,6835.9,2185.44,253.6,55.4,Efficient (Tier B)
Manufacturing,1331098.7,15.6,0.74,33452.4,250,4.45,7399.2,7855.5,59.7,33340.6,6512.89,477.5,34.0,High Risk (Tier D)
Healthcare,702819.0,35.0,0.73,16860.2,365,3.46,9776.5,1754.5,39.5,12027.7,2746.28,500.2,37.4,Moderate (Tier C)
Data Center,954069.3,93.6,0.84,20746.3,360,4.13,4604.9,1943.0,71.4,12316.8,691.5,551.8,68.4,Efficient (Tier B)
Commercial Office,226289.0,77.1,0.49,14392.9,260,2.6,5911.1,248.7,54.3,3461.3,560.73,188.7,63.1,Efficient (Tier B)
Data Center,563399.6,69.4,0.92,9472.7,360,3.85,2240.5,1578.1,58.8,6917.6,1074.15,713.7,57.1,Efficient (Tier B)
Commercial Office,141387.1,49.7,0.51,14129.0,240,2.82,2147.6,1256.7,52.2,1592.9,674.88,120.1,53.6,Moderate (Tier C)
Manufacturing,1555742.8,70.2,0.89,60656.9,300,4.12,10387.0,12171.7,76.9,50553.3,3340.15,307.8,63.6,Efficient (Tier B)
Data Center,1215531.7,31.6,0.75,25311.0,365,4.98,2284.4,1983.7,44.9,7430.2,4768.61,576.3,47.9,Moderate (Tier C)
Healthcare,707701.4,33.5,0.86,18054.3,365,4.36,10203.9,3472.6,66.3,21296.4,2921.17,470.4,38.0,Moderate (Tier C)
Data Center,1251182.1,36.6,0.83,25315.7,365,3.04,4896.2,320.0,72.3,18706.6,4086.28,593.1,40.7,Moderate (Tier C)
Commercial Office,209611.5,24.0,0.61,21020.8,260,3.69,2995.7,764.0,82.2,6238.7,1006.72,119.7,58.5,Efficient (Tier B)
Data Center,898846.5,30.8,0.87,28376.1,360,4.03,1608.1,1754.7,81.4,11018.2,3322.74,380.1,46.6,Moderate (Tier C)
Logistics Hub,136964.0,67.6,0.53,16143.5,320,4.07,30041.9,16337.5,62.8,2792.5,994.94,101.8,69.2,Efficient (Tier B)
Manufacturing,756742.4,41.2,0.71,24198.5,350,4.23,33925.7,2349.2,51.5,7762.6,3163.37,375.3,47.0,Moderate (Tier C)
Healthcare,672173.0,22.2,0.9,24390.7,365,3.34,8370.5,2905.4,70.5,14324.0,3289.19,330.7,44.0,Moderate (Tier C)
Commercial Office,280795.5,28.9,0.76,26031.8,260,2.75,6438.0,509.8,74.7,2889.9,1272.86,129.4,50.9,Moderate (Tier C)
Manufacturing,1496041.7,26.4,0.76,36333.2,300,3.64,17298.0,8712.7,23.2,41400.2,7053.38,494.1,28.3,High Risk (Tier D)
Manufacturing,2081432.3,26.2,0.89,53915.8,300,2.32,37287.2,9889.9,28.6,25527.5,8797.93,463.3,26.8,High Risk (Tier D)
Manufacturing,736569.3,51.8,0.79,34892.9,300,3.35,28374.1,6435.3,45.2,21538.2,2680.96,253.3,53.4,Moderate (Tier C)
Commercial Office,124236.8,55.0,0.73,9143.2,260,3.44,894.4,1421.2,33.7,1757.2,546.59,163.1,50.7,Moderate (Tier C)
Data Center,1856983.9,61.8,0.75,32978.9,365,3.8,4920.8,822.0,55.1,13959.0,4256.05,675.7,58.5,Efficient (Tier B)
Logistics Hub,422068.0,57.4,0.44,60407.1,365,4.36,58619.9,5755.3,62.5,4960.1,2132.54,83.8,69.4,Efficient (Tier B)
Data Center,150896.7,88.6,0.92,5554.0,360,3.21,2438.5,807.3,53.6,3296.6,238.75,326.0,62.1,Efficient (Tier B)
Manufacturing,2795051.8,41.9,0.87,65590.2,350,2.09,44656.1,4929.6,54.9,31397.8,10085.67,511.4,34.6,High Risk (Tier D)
Commercial Office,269214.5,17.9,0.63,14315.0,260,4.25,4232.3,759.7,61.9,4341.5,1403.17,225.7,45.6,Moderate (Tier C)
Logistics Hub,724386.1,70.8,0.58,40897.6,320,4.46,23969.6,4913.6,58.3,9074.6,1888.21,212.5,66.1,Efficient (Tier B)
Manufacturing,1740160.3,71.9,0.82,43423.5,300,1.85,24188.0,12306.9,77.2,48037.3,3567.17,480.9,46.1,Moderate (Tier C)
Manufacturing,1351810.8,36.8,0.83,47702.8,300,4.2,25946.4,8444.1,66.4,27573.6,5561.68,340.1,43.5,Moderate (Tier C)
Manufacturing,746283.6,72.6,0.76,36158.0,250,2.58,12467.4,6876.8,72.6,34621.4,1781.49,247.7,59.9,Efficient (Tier B)
Logistics Hub,519755.9,57.3,0.42,76122.6,280,2.58,42823.0,5834.5,35.9,9030.8,3075.58,81.9,47.3,Moderate (Tier C)
Commercial Office,49307.1,54.2,0.8,5563.0,240,3.52,3850.4,970.6,46.8,584.6,290.42,106.4,58.8,Efficient (Tier B)
Commercial Office,25077.4,37.3,0.55,2037.0,260,2.99,4116.6,1263.7,85.5,747.9,144.37,147.7,53.2,Moderate (Tier C)
Logistics Hub,607254.0,49.5,0.49,44301.7,280,3.92,38073.6,17029.9,83.2,8746.3,2161.96,164.5,65.7,Efficient (Tier B)
Logistics Hub,781583.2,51.6,0.49,58261.2,280,4.1,50397.6,9103.0,54.0,14434.3,3796.97,161.0,53.6,Moderate (Tier C)
Commercial Office,462653.9,46.3,0.71,25395.1,240,4.55,4266.4,1649.8,81.1,4136.2,1487.32,218.6,58.7,Efficient (Tier B)
Healthcare,472621.2,54.5,0.73,15878.8,365,3.1,5766.3,2010.4,37.4,22483.6,1854.54,357.2,40.0,Moderate (Tier C)
Manufacturing,933853.1,6.6,0.76,59617.0,300,2.84,34535.7,11290.6,80.5,50455.4,5614.59,188.0,42.1,Moderate (Tier C)
Manufacturing,875094.9,11.0,0.85,54605.2,250,2.56,7947.7,13297.1,76.5,40658.3,5002.96,192.3,39.9,Moderate (Tier C)
Data Center,429365.1,15.8,0.77,13365.0,360,3.94,917.9,1623.3,69.6,3278.3,2071.41,385.5,41.7,Moderate (Tier C)
Manufacturing,310857.9,25.4,0.73,20408.3,250,2.74,12603.4,9821.3,55.4,6660.0,1836.39,182.8,42.0,Moderate (Tier C)
Commercial Office,153452.2,23.9,0.49,9765.4,260,3.75,6046.6,1552.0,75.8,2125.3,757.3,188.6,51.2,Moderate (Tier C)
Healthcare,824096.2,40.7,0.78,21460.1,365,4.28,13794.8,5589.4,34.6,21215.8,3657.12,460.8,38.5,Moderate (Tier C)
Manufacturing,2035395.9,10.0,0.64,70827.0,350,2.14,25101.3,8735.3,81.3,42778.1,9815.39,344.9,29.0,High Risk (Tier D)
Manufacturing,2420748.6,66.9,0.71,60268.0,350,2.4,43087.0,13502.9,79.7,57396.1,5437.39,482.0,48.0,Moderate (Tier C)
Commercial Office,274347.6,59.4,0.6,16323.6,260,3.81,1624.8,1981.4,71.5,3260.4,798.58,201.7,56.4,Efficient (Tier B)
Healthcare,1672370.1,16.2,0.8,40894.6,365,3.58,8541.7,4797.4,41.2,55833.3,8361.5,490.7,27.4,High Risk (Tier D)
Data Center,1134389.2,72.0,0.78,28283.5,365,4.68,1626.8,1799.0,59.1,18479.5,2420.23,481.3,61.4,Efficient (Tier B)
Commercial Office,454691.4,89.3,0.75,26854.4,240,4.1,6058.3,721.8,49.3,5457.6,871.38,203.2,70.9,Efficient (Tier B)
Manufacturing,1699246.1,43.4,0.84,59452.1,250,4.2,27418.3,9000.7,32.9,43415.3,7234.08,343.0,43.9,Moderate (Tier C)
Manufacturing,2045723.1,57.3,0.77,45546.3,300,1.94,32318.5,5012.9,56.6,34146.2,5587.4,539.0,35.4,Moderate (Tier C)
Healthcare,273059.8,14.1,0.7,11082.2,365,3.32,9350.2,3420.6,29.4,6909.5,1877.32,295.7,25.3,High Risk (Tier D)
Healthcare,1408788.3,51.3,0.87,44422.1,365,4.5,8649.8,4474.8,35.0,27187.5,4657.43,380.6,41.3,Moderate (Tier C)
Manufacturing,1122222.0,21.2,0.83,64084.0,300,3.27,17560.3,5257.0,79.6,56474.1,4995.71,210.1,46.1,Moderate (Tier C)
Healthcare,850363.4,13.3,0.83,23023.6,365,4.17,13744.2,2001.9,68.3,11388.9,4499.48,443.2,42.6,Moderate (Tier C)
Commercial Office,357909.5,48.4,0.69,29252.0,260,3.98,5877.3,1498.2,48.1,4182.8,1585.67,146.8,58.0,Efficient (Tier B)
Healthcare,1099889.5,18.4,0.84,26339.5,365,2.97,13574.0,3253.2,56.9,32088.0,5353.87,501.1,33.2,High Risk (Tier D)
Commercial Office,121823.2,71.5,0.46,8617.1,240,3.34,4851.3,563.2,70.2,2934.9,345.96,169.6,61.7,Efficient (Tier B)
Commercial Office,205207.9,54.2,0.58,15649.2,260,3.02,5108.2,167.2,27.8,5939.4,987.47,157.4,50.1,Moderate (Tier C)
Commercial Office,105189.6,30.9,0.59,11590.0,240,3.82,7005.9,1237.8,61.1,4384.4,689.19,108.9,53.1,Moderate (Tier C)
Commercial Office,78770.9,59.5,0.65,5523.5,260,3.02,5296.0,1196.8,56.9,1215.4,313.16,171.1,54.0,Moderate (Tier C)
Manufacturing,944464.7,65.6,0.8,29726.5,300,3.06,7307.3,4236.9,77.4,23913.7,2082.25,381.3,54.5,Moderate (Tier C)
Manufacturing,401089.0,23.3,0.77,14546.4,300,3.0,7779.5,7819.3,79.9,10503.2,1746.85,330.9,39.7,Moderate (Tier C)
Data Center,968636.5,61.8,0.73,17533.8,365,4.19,3060.7,264.2,50.5,8909.1,2298.62,662.9,47.5,Moderate (Tier C)
Logistics Hub,436596.7,77.6,0.56,32766.4,365,3.92,48407.1,10973.7,51.7,7521.0,1434.42,159.9,68.0,Efficient (Tier B)
Manufacturing,1824110.1,54.8,0.72,52317.2,350,2.53,37772.8,10528.0,47.2,61914.7,6037.05,418.4,36.0,Moderate (Tier C)
Commercial Office,474376.1,63.5,0.7,21570.0,260,2.64,3301.4,286.2,49.3,6017.8,1450.36,263.9,44.8,Moderate (Tier C)
Healthcare,1144477.0,28.9,0.76,35486.5,365,3.61,7604.4,5833.0,60.4,40793.4,5034.32,387.0,36.2,Moderate (Tier C)
Manufacturing,590688.3,16.8,0.74,31467.4,350,1.93,12839.1,8983.3,27.1,31703.5,3880.84,225.3,32.0,High Risk (Tier D)
Commercial Office,282017.1,57.0,0.78,22980.1,240,2.7,2534.2,1942.6,35.8,6176.6,1354.5,147.3,54.0,Moderate (Tier C)
Data Center,581001.6,56.9,0.77,13434.6,365,4.35,2406.6,1119.5,93.9,4412.9,1399.94,519.0,53.6,Moderate (Tier C)
Healthcare,290420.9,22.1,0.71,10717.5,365,3.3,6923.2,5054.2,49.9,15048.9,1688.31,325.2,35.3,Moderate (Tier C)
Manufacturing,1575609.9,17.4,0.73,51398.4,350,2.42,11293.5,9383.9,55.5,61451.2,8050.77,367.9,27.3,High Risk (Tier D)
Commercial Office,112824.3,22.3,0.55,5352.4,240,2.63,4448.9,1394.6,40.6,1917.3,560.43,253.0,32.7,High Risk (Tier D)
Logistics Hub,673402.1,73.3,0.73,41425.0,365,4.44,35918.8,17576.6,30.8,3700.0,2870.64,195.1,61.6,Efficient (Tier B)
Healthcare,861524.8,67.7,0.78,28176.2,365,3.91,7057.4,5990.6,73.8,41536.2,2055.3,366.9,60.5,Efficient (Tier B)
Commercial Office,528629.4,29.2,0.76,24204.3,240,3.75,4052.2,2391.1,77.5,3552.2,2107.87,262.1,52.6,Moderate (Tier C)
Commercial Office,178522.1,87.5,0.55,9303.3,260,3.25,4869.7,860.6,68.6,2634.6,283.26,230.3,70.0,Efficient (Tier B)
Commercial Office,256465.7,62.7,0.65,12154.5,260,4.04,6742.0,1477.2,44.4,2914.7,834.47,253.2,58.2,Efficient (Tier B)
Healthcare,522582.6,55.1,0.71,14756.1,365,2.96,2007.2,3963.3,40.6,11780.7,1650.22,425.0,41.5,Moderate (Tier C)
Commercial Office,213818.3,44.6,0.68,15608.1,240,2.91,2713.7,1576.7,60.1,3318.0,857.7,164.4,50.3,Moderate (Tier C)
Manufacturing,582342.6,67.6,0.72,15669.6,350,4.43,18774.7,9778.6,75.0,10236.2,1540.93,446.0,55.4,Efficient (Tier B)
Healthcare,631758.0,48.0,0.67,16940.1,365,4.73,6536.9,5125.6,74.1,12709.7,1975.86,447.5,50.1,Moderate (Tier C)
Commercial Office,271997.7,67.4,0.64,26549.0,260,4.64,6877.7,262.4,35.5,10567.0,1206.4,122.9,64.7,Efficient (Tier B)
Commercial Office,24410.8,65.2,0.74,2347.7,240,2.57,3357.1,1078.1,49.0,576.4,137.57,124.8,55.6,Efficient (Tier B)
Manufacturing,991039.0,49.7,0.89,23853.9,350,3.28,18668.1,5323.9,32.4,14363.3,3595.29,498.6,34.3,High Risk (Tier D)
Commercial Office,400327.1,67.9,0.56,27560.1,240,2.58,2512.8,1227.2,50.6,3389.4,1383.97,174.3,51.7,Moderate (Tier C)
Data Center,331059.7,48.3,0.88,13180.0,360,3.04,1251.8,1953.5,44.3,7604.3,1268.62,301.4,42.3,Moderate (Tier C)
Commercial Office,206036.9,38.9,0.68,20750.5,260,4.26,4982.7,2324.8,82.7,4555.0,863.96,119.2,67.2,Efficient (Tier B)
Manufacturing,252025.5,33.1,0.62,13200.9,350,1.83,39466.3,7415.2,32.1,4008.1,1677.29,229.1,32.7,High Risk (Tier D)
Commercial Office,341171.0,31.3,0.62,19483.2,240,3.98,3481.4,1116.2,70.1,7360.7,1566.66,210.1,50.5,Moderate (Tier C)
Healthcare,1471397.7,12.0,0.83,34169.9,365,3.97,13732.8,5111.5,40.5,40609.3,7768.65,516.7,31.0,High Risk (Tier D)
Manufacturing,1566276.8,60.0,0.7,51072.8,300,3.29,16436.7,4796.0,51.7,33660.2,4528.38,368.0,43.3,Moderate (Tier C)
Healthcare,366995.3,61.3,0.77,16010.2,365,4.39,10486.6,2007.2,29.8,14095.0,1313.55,275.1,52.3,Moderate (Tier C)
Data Center,785422.0,22.9,0.73,20962.4,360,4.77,1883.2,1445.6,62.0,13662.7,3506.81,449.6,39.0,Moderate (Tier C)
Healthcare,747274.6,43.9,0.73,25864.2,365,4.17,4806.3,4488.8,53.6,36948.3,2888.05,346.7,49.8,Moderate (Tier C)
Logistics Hub,316330.3,37.4,0.5,19480.6,280,2.58,54613.4,4937.6,51.9,4354.0,1586.59,194.9,42.8,Moderate (Tier C)
Commercial Office,368030.2,49.3,0.76,17198.3,260,4.48,1682.3,1334.3,47.1,4800.8,1371.65,256.8,55.1,Efficient (Tier B)
Logistics Hub,410869.3,21.6,0.55,45407.9,320,2.9,59719.7,10899.6,83.7,7472.9,2644.01,108.6,53.2,Moderate (Tier C)
Healthcare,409634.4,64.6,0.71,16556.8,365,4.64,11137.0,4796.7,63.4,13489.5,1158.92,296.9,60.2,Efficient (Tier B)
Data Center,1623087.0,62.2,0.79,27517.9,365,4.48,4264.0,298.5,43.8,18316.7,3754.89,707.8,53.7,Moderate (Tier C)
Data Center,564896.8,42.9,0.88,20257.3,360,3.77,3525.8,1079.8,45.2,5136.6,2038.49,334.6,50.6,Moderate (Tier C)
Commercial Office,59465.4,29.3,0.51,7341.0,260,2.68,3074.5,1749.1,60.9,1832.1,420.28,97.2,45.1,Moderate (Tier C)
Logistics Hub,417757.6,26.4,0.68,41483.3,365,3.11,42942.6,9964.8,34.4,9453.1,3219.33,120.8,38.6,Moderate (Tier C)
Logistics Hub,880571.1,17.4,0.53,53307.7,320,2.96,40131.2,15015.1,51.4,11909.3,4981.6,198.2,34.9,High Risk (Tier D)
Logistics Hub,308423.1,79.3,0.64,56576.9,320,3.25,35872.0,12527.7,51.8,2902.3,1712.87,65.4,70.1,Efficient (Tier B)
Data Center,1331077.7,89.1,0.73,30442.8,360,3.78,1708.8,1971.9,83.4,21691.1,1138.84,524.7,70.5,Efficient (Tier B)
Logistics Hub,342591.2,31.0,0.47,44662.6,280,3.81,39066.8,12348.6,32.9,5947.2,2702.66,92.0,55.5,Efficient (Tier B)
Manufacturing,2182343.1,32.6,0.8,58378.3,250,3.7,35168.0,4909.1,69.8,26370.9,8813.63,448.6,44.8,Moderate (Tier C)
Commercial Office,395516.3,54.5,0.72,28286.3,240,4.61,7225.6,2308.0,39.3,10531.5,1672.73,167.8,63.7,Efficient (Tier B)
Manufacturing,1324787.5,56.4,0.68,61873.0,300,2.13,12361.2,13452.3,24.7,59667.4,5675.28,256.9,40.3,Moderate (Tier C)
Data Center,1291267.4,73.9,0.86,31859.0,360,4.15,2585.0,1388.3,91.8,21561.4,1987.04,486.4,66.1,Efficient (Tier B)
Data Center,546114.6,11.1,0.84,16947.7,360,4.97,2767.2,1020.4,73.5,4159.7,2610.85,386.7,45.0,Moderate (Tier C)
Data Center,266810.9,73.5,0.7,6963.9,365,3.23,1809.9,433.1,51.1,4915.0,507.71,459.8,47.5,Moderate (Tier C)
Commercial Office,248845.0,62.9,0.66,11556.7,240,2.6,4518.7,1795.0,56.0,1608.2,764.33,258.4,55.4,Efficient (Tier B)
Data Center,1734879.6,69.7,0.86,34620.3,360,3.71,4422.4,756.0,95.0,18272.1,2731.24,601.3,64.3,Efficient (Tier B)
Data Center,722047.1,38.6,0.91,18058.7,360,3.98,4289.0,1055.5,74.4,11394.6,2649.61,479.8,44.7,Moderate (Tier C)
Manufacturing,1102817.0,44.6,0.86,42394.1,300,4.44,32119.9,6887.0,26.2,13712.5,4484.44,312.2,48.7,Moderate (Tier C)
Data Center,1541864.4,59.1,0.82,30033.5,360,4.33,1420.3,948.3,73.1,15748.7,3664.29,616.1,60.5,Efficient (Tier B)
Manufacturing,1194895.7,22.6,0.72,51608.5,250,2.44,35967.6,4880.5,45.7,49347.7,6102.65,277.8,33.4,High Risk (Tier D)
Manufacturing,1651371.6,66.2,0.71,73905.5,250,2.59,28889.8,10607.7,53.6,51928.4,4807.85,268.1,49.8,Moderate (Tier C)
Commercial Office,100925.8,83.3,0.61,6039.1,260,3.92,5637.7,574.6,77.9,2088.3,171.53,200.5,77.2,Leader (Tier A)
Commercial Office,170934.6,88.9,0.77,10543.1,240,2.51,2009.4,1517.1,55.2,1568.1,341.2,194.6,62.6,Efficient (Tier B)
Commercial Office,191854.1,21.2,0.55,18726.2,260,4.58,1829.3,1737.4,43.5,4852.7,1103.29,122.9,50.5,Moderate (Tier C)
Commercial Office,330296.6,85.4,0.7,16570.4,240,2.53,4259.1,1774.1,54.8,2019.1,592.28,239.2,55.0,Efficient (Tier B)
Data Center,953430.6,18.4,0.94,33152.5,360,4.18,2973.6,340.6,87.0,25391.4,4093.62,345.1,37.7,Moderate (Tier C)
Healthcare,336938.2,14.3,0.65,8011.5,365,4.32,6702.0,4638.7,62.2,6745.0,1762.09,504.7,44.1,Moderate (Tier C)
